pickup_location,delivery_location,pickup_datetime,weight,service_type,synthetic_delivery_time_min,route_distance_km_synthetic,model_prediction_min
Napoli,Catania,2026-06-26 08:25:00,4.54,Express,457.09,378.1,49.54
Cagliari,Pescara,2026-02-06 16:06:00,1.48,Express,642.44,559.4,47.41
Milano,Catania,2026-08-12 08:19:00,1.22,Express,1148.07,1010.7,44.24
Catania,Napoli,2026-05-27 08:24:00,3.99,Premium,481.38,378.1,50.64
Bari,Sassari,2026-02-15 08:00:00,1.39,Express,808.32,699.2,45.35
Lecce,Pescara,2026-04-27 15:42:00,1.39,Express,479.43,405.1,43.71
Reggio Calabria,Cagliari,2026-03-24 19:58:00,5.39,Premium,673.06,580.1,45.55
Salerno,Roma,2026-04-06 13:57:00,4.33,Express,266.92,233.2,42.3
Lecce,Roma,2026-01-14 09:08:00,1.25,Express,595.7,505.1,42.55
Genova,Sassari,2026-01-05 14:10:00,1.94,Premium,500.37,410.3,50.01
Salerno,Cagliari,2026-04-06 13:45:00,1.59,Premium,579.88,508.1,45.36
Reggio Calabria,Verona,2026-03-24 15:18:00,10.4,Express,1034.84,901.6,43.33
Sassari,Perugia,2026-09-30 13:03:00,5.66,Express,470.78,412.8,47.81
Trapani,Firenze,2026-03-13 14:26:00,2.23,Express,732.69,648.5,46.32
Sassari,Torino,2026-03-31 11:32:00,4.49,Express,566.61,487.8,47.14
Trapani,Firenze,2026-09-07 19:41:00,1.16,Premium,752.34,648.5,46.82
Milano,Firenze,2026-08-23 14:31:00,1.87,Premium,286.17,248.8,45.98
Lecce,Sassari,2026-01-16 11:21:00,3.23,Express,910.64,812.8,45.18
Genova,Torino,2026-01-24 07:02:00,4.12,Express,136.3,122.4,53.25
Catania,Genova,2026-01-26 16:30:00,2.8,Express,1052.4,924.7,50.31
Roma,Cagliari,2026-05-06 12:19:00,3.57,Express,485.83,412.6,44.7
Roma,Trapani,2026-06-06 10:29:00,3.17,Express,503.07,431.4,44.87
Sassari,Salerno,2026-04-06 13:42:00,2.68,Express,592.47,523.4,41.96
Cagliari,Ancona,2026-01-04 13:47:00,2.44,Premium,712.98,611.3,50.59
Napoli,Reggio Calabria,2026-02-25 18:14:00,2.23,Express,401.6,326.9,57.14
Catania,Cagliari,2026-06-17 14:35:00,3.53,Express,636.92,554.0,46.96
Torino,Sassari,2026-04-12 16:48:00,4.0,Express,559.38,487.8,47.09
Firenze,Bari,2026-02-03 16:03:00,3.45,Premium,629.52,547.1,50.21
Bologna,Verona,2026-06-27 18:53:00,1.31,Premium,157.18,109.2,43.87
Perugia,Cagliari,2026-06-17 07:05:00,1.49,Express,603.06,511.8,44.01
Torino,Milano,2026-05-14 12:16:00,3.97,Express,172.38,125.1,48.22
Trapani,Catania,2026-09-14 17:00:00,8.4,Premium,301.93,231.2,45.2
Bari,Sassari,2026-08-19 08:58:00,3.34,Express,815.34,699.2,45.27
Genova,Lecce,2026-01-11 13:11:00,2.25,Express,985.67,882.3,49.47
Cagliari,Roma,2026-09-05 12:36:00,3.51,Express,484.06,412.6,46.17
Genova,Bari,2026-01-14 18:16:00,1.35,Premium,855.16,743.8,51.55
Palermo,Napoli,2026-05-12 20:28:00,7.5,Express,382.42,313.4,45.39
Firenze,Trapani,2026-09-04 08:29:00,3.42,Express,783.35,648.5,48.16
Bari,Trapani,2026-09-26 10:00:00,1.88,Express,572.78,506.4,45.25
Palermo,Catania,2026-01-07 17:50:00,2.67,Express,246.14,166.4,40.87
Bari,Lecce,2026-01-20 09:26:00,2.07,Express,190.48,139.0,45.25
Catania,Milano,2026-03-07 13:57:00,7.51,Premium,1146.82,1010.7,48.63
Ancona,Perugia,2026-03-17 20:13:00,2.6,Premium,138.41,107.5,52.48
Bari,Palermo,2026-03-18 20:39:00,3.34,Express,543.53,449.0,43.4
Milano,Bologna,2026-04-24 20:17:00,4.48,Express,250.51,200.6,46.7
Torino,Salerno,2026-03-29 08:52:00,1.79,Premium,868.16,755.2,46.17
Salerno,Catania,2026-06-09 09:05:00,3.44,Premium,430.98,353.6,43.81
Bari,Genova,2026-08-22 09:27:00,3.64,Express,861.21,743.8,48.34
Ancona,Sassari,2026-05-30 17:46:00,1.01,Express,603.95,519.8,47.58
Genova,Reggio Calabria,2026-04-01 09:30:00,3.58,Express,1033.77,897.2,55.28
Reggio Calabria,Lecce,2026-06-05 13:00:00,2.91,Express,405.16,330.4,45.36
Roma,Trapani,2026-06-19 18:27:00,3.29,Express,501.04,431.4,44.87
Sassari,Lecce,2026-09-02 13:53:00,3.08,Express,930.14,812.8,43.34
Genova,Perugia,2026-09-16 20:10:00,3.6,Express,368.65,313.2,53.99
Cagliari,Catania,2026-03-17 13:58:00,7.65,Premium,645.04,554.0,47.46
Ancona,Cagliari,2026-09-08 12:18:00,1.31,Premium,714.95,611.3,47.79
Bologna,Napoli,2026-08-12 20:33:00,2.36,Premium,534.42,470.2,48.63
Bari,Perugia,2026-02-04 14:39:00,4.78,Express,477.98,430.6,49.72
Torino,Sassari,2026-06-02 09:35:00,4.2,Express,578.49,487.8,47.08
Firenze,Lecce,2026-02-11 15:52:00,4.14,Express,782.95,685.9,48.14
Sassari,Torino,2026-05-14 17:49:00,20.62,Express,587.35,487.8,46.48
Perugia,Pescara,2026-01-13 18:44:00,4.61,Express,201.33,165.2,42.56
Palermo,Bari,2026-03-23 07:04:00,6.62,Express,544.11,449.0,43.94
Napoli,Roma,2026-06-10 08:31:00,2.42,Premium,252.44,188.3,49.08
Sassari,Perugia,2026-03-25 15:48:00,1.5,Premium,484.09,412.8,48.44
Ancona,Lecce,2026-01-03 17:23:00,2.41,Express,638.25,528.9,47.45
Bari,Napoli,2026-04-17 16:08:00,4.94,Premium,285.4,220.3,48.67
Milano,Genova,2026-05-28 12:21:00,3.99,Express,171.38,118.5,48.92
Lecce,Pescara,2026-07-28 17:33:00,3.98,Express,472.23,405.1,43.6
Palermo,Perugia,2026-02-07 15:06:00,2.58,Express,627.87,560.9,47.1
Roma,Milano,2026-05-11 19:57:00,2.31,Express,567.55,476.9,46.12
Perugia,Firenze,2026-02-24 12:08:00,2.65,Express,154.92,117.7,43.8
Firenze,Lecce,2026-02-11 17:33:00,4.98,Express,810.09,685.9,48.1
Genova,Napoli,2026-02-03 09:00:00,5.4,Express,674.57,589.3,52.42
Salerno,Napoli,2026-07-27 17:15:00,1.48,Premium,95.54,46.2,48.61
Catania,Genova,2026-09-09 17:14:00,5.12,Express,1073.01,924.7,50.22
Palermo,Perugia,2026-07-01 10:33:00,1.9,Express,651.39,560.9,47.12
Palermo,Catania,2026-04-14 07:51:00,4.17,Express,203.09,166.4,40.81
Salerno,Palermo,2026-09-17 20:53:00,2.62,Express,368.84,309.4,43.23
Roma,Bologna,2026-05-16 08:04:00,8.98,Express,367.32,302.9,45.59
Napoli,Sassari,2026-05-25 13:33:00,2.24,Express,550.66,480.8,51.35
Genova,Salerno,2026-06-23 07:00:00,3.4,Premium,720.87,632.9,48.48
Lecce,Sassari,2026-06-28 12:50:00,4.59,Express,915.37,812.8,45.13
Milano,Reggio Calabria,2026-05-15 18:29:00,1.63,Express,1112.93,976.4,51.73
Catania,Roma,2026-05-11 14:01:00,2.85,Express,610.93,536.0,44.51
Pescara,Bari,2026-03-28 10:21:00,2.49,Premium,311.84,266.1,49.09
Catania,Genova,2026-07-05 12:31:00,2.09,Express,1030.58,924.7,50.34
Pescara,Reggio Calabria,2026-07-03 08:17:00,2.21,Express,605.21,498.9,52.92
Salerno,Sassari,2026-04-30 15:18:00,6.53,Premium,609.33,523.4,45.39
Verona,Perugia,2026-07-14 07:03:00,1.97,Express,335.62,282.0,53.06
Bologna,Torino,2026-02-07 11:53:00,4.46,Express,330.09,295.2,48.87
Salerno,Firenze,2026-04-24 07:50:00,3.74,Express,534.54,449.4,44.65
Bari,Cagliari,2026-09-27 10:21:00,1.13,Express,784.45,691.3,45.12
Genova,Bari,2026-07-20 07:56:00,4.31,Premium,851.47,743.8,51.43
Cagliari,Perugia,2026-07-16 19:59:00,1.12,Express,593.98,511.8,53.49
Cagliari,Reggio Calabria,2026-08-24 17:48:00,4.66,Express,688.23,580.1,54.63
Cagliari,Firenze,2026-06-16 19:59:00,2.1,Express,597.27,536.1,48.55
Ancona,Salerno,2026-06-30 16:33:00,3.02,Express,393.13,342.8,46.03
Sassari,Roma,2026-05-12 13:56:00,1.21,Express,409.74,353.8,40.77
Bari,Lecce,2026-08-14 09:26:00,3.27,Premium,193.07,139.0,45.66
Lecce,Catania,2026-07-14 20:28:00,5.74,Express,508.67,413.1,43.37
Reggio Calabria,Roma,2026-05-23 19:50:00,1.71,Premium,586.19,499.5,43.22
Verona,Reggio Calabria,2026-02-04 12:49:00,1.96,Premium,1037.64,901.6,54.8
Torino,Cagliari,2026-08-09 10:09:00,4.12,Express,771.8,661.1,46.85
Bologna,Firenze,2026-03-31 12:25:00,4.2,Premium,125.32,80.4,45.15
Verona,Napoli,2026-04-09 12:31:00,0.55,Premium,656.49,575.5,52.07
Reggio Calabria,Palermo,2026-02-04 19:50:00,12.3,Express,256.2,200.3,43.18
Cagliari,Catania,2026-03-01 07:56:00,4.34,Express,642.52,554.0,47.14
Milano,Trapani,2026-02-04 15:51:00,4.89,Express,1009.25,872.5,45.72
Trapani,Lecce,2026-01-27 17:45:00,2.71,Express,648.54,549.9,46.62
Lecce,Palermo,2026-01-06 17:40:00,0.82,Premium,584.9,482.7,43.88
Cagliari,Bari,2026-03-22 09:42:00,4.81,Express,826.22,691.3,50.35
Torino,Firenze,2026-07-26 12:46:00,2.02,Express,377.18,317.5,46.77
Verona,Catania,2026-08-24 11:47:00,4.39,Express,1061.89,945.3,46.74
Verona,Catania,2026-03-04 12:41:00,2.57,Express,1070.68,945.3,46.81
Verona,Napoli,2026-04-26 08:13:00,3.54,Premium,690.42,575.5,51.95
Torino,Perugia,2026-08-16 08:09:00,1.74,Premium,514.28,433.9,52.15
Napoli,Cagliari,2026-07-12 07:20:00,5.49,Premium,570.34,474.3,51.44
Cagliari,Sassari,2026-09-04 20:32:00,1.31,Express,211.24,174.6,48.98
Pescara,Sassari,2026-04-25 12:50:00,14.45,Express,601.98,507.6,46.62
Catania,Sassari,2026-02-16 10:11:00,14.37,Premium,782.38,667.2,47.21
Napoli,Palermo,2026-02-09 18:10:00,9.41,Express,391.98,313.4,49.19
Reggio Calabria,Ancona,2026-07-13 13:55:00,7.33,Express,738.3,638.3,46.45
Trapani,Milano,2026-01-08 12:06:00,2.83,Express,973.62,872.5,47.82
Firenze,Lecce,2026-05-06 08:36:00,6.79,Express,795.89,685.9,48.03
Firenze,Trapani,2026-04-07 12:24:00,2.8,Express,728.4,648.5,48.19
Roma,Torino,2026-09-08 16:03:00,1.01,Express,595.75,524.1,48.83
Ancona,Torino,2026-09-30 15:43:00,8.59,Express,566.16,490.7,51.06
Perugia,Reggio Calabria,2026-05-13 12:28:00,6.61,Premium,732.17,620.2,50.28
Roma,Reggio Calabria,2026-06-08 15:34:00,2.93,Express,585.63,499.5,50.75
Perugia,Palermo,2026-04-14 17:44:00,1.27,Express,658.68,560.9,42.39
Lecce,Ancona,2026-08-01 20:01:00,1.99,Express,590.99,528.9,46.44
Sassari,Lecce,2026-03-22 14:23:00,0.84,Express,916.35,812.8,43.43
Lecce,Roma,2026-07-23 10:11:00,5.81,Express,572.47,505.1,42.36
Roma,Sassari,2026-09-04 08:48:00,0.98,Premium,428.11,353.8,45.5
Napoli,Perugia,2026-02-16 09:12:00,3.67,Express,368.25,295.4,55.8
Ancona,Roma,2026-03-03 07:09:00,1.66,Express,260.18,208.6,44.83
Palermo,Ancona,2026-04-14 14:48:00,1.11,Premium,709.08,611.7,44.31
Ancona,Napoli,2026-08-14 09:58:00,3.54,Express,394.93,314.1,50.48
Trapani,Palermo,2026-06-24 10:09:00,2.37,Express,102.86,72.6,44.84
Pescara,Torino,2026-02-23 17:08:00,5.39,Express,698.6,598.4,50.79
Lecce,Genova,2026-04-11 11:28:00,1.24,Express,1003.91,882.3,48.35
Napoli,Catania,2026-06-25 18:35:00,1.77,Express,459.78,378.1,49.66
Pescara,Lecce,2026-09-21 08:55:00,0.56,Express,473.66,405.1,47.13
Firenze,Cagliari,2026-05-04 11:46:00,0.65,Premium,623.41,536.1,48.58
Firenze,Perugia,2026-01-21 07:43:00,10.56,Express,159.69,117.7,52.45
Milano,Pescara,2026-01-29 14:30:00,12.9,Express,595.32,522.1,43.91
Firenze,Sassari,2026-01-08 08:44:00,3.2,Premium,493.13,404.0,48.7
Salerno,Verona,2026-02-04 10:21:00,1.69,Premium,692.32,611.8,43.8
Bologna,Bari,2026-04-23 17:17:00,2.43,Express,686.29,586.2,46.68
Sassari,Catania,2026-03-18 19:19:00,5.53,Premium,769.27,667.2,42.05
Genova,Bologna,2026-03-24 14:38:00,2.09,Premium,231.72,191.5,50.88
Perugia,Catania,2026-07-29 20:30:00,3.54,Express,754.02,663.3,42.44
Cagliari,Sassari,2026-05-11 17:35:00,2.97,Express,238.42,174.6,48.91
Lecce,Bologna,2026-07-19 17:32:00,2.01,Express,828.21,725.0,46.12
Salerno,Ancona,2026-05-28 20:52:00,2.08,Express,389.21,342.8,46.32
Firenze,Torino,2026-02-25 08:14:00,3.68,Express,389.94,317.5,52.02
Bologna,Verona,2026-09-16 10:15:00,1.51,Express,137.39,109.2,43.41
Palermo,Catania,2026-05-11 13:07:00,4.12,Premium,221.99,166.4,41.27
Cagliari,Genova,2026-08-17 15:39:00,2.16,Express,650.58,577.3,52.03
Genova,Palermo,2026-01-27 20:52:00,3.28,Express,902.0,791.1,47.63
Napoli,Palermo,2026-08-20 08:23:00,7.9,Premium,419.81,313.4,49.71
Perugia,Verona,2026-07-15 10:12:00,2.67,Premium,337.98,282.0,42.86
Pescara,Milano,2026-03-10 11:10:00,5.71,Premium,613.49,522.1,48.58
Reggio Calabria,Ancona,2026-08-05 16:23:00,0.86,Express,709.86,638.3,46.72
Sassari,Milano,2026-07-22 20:19:00,2.16,Express,597.85,528.4,44.58
Bari,Perugia,2026-09-01 20:08:00,3.06,Express,503.66,430.6,49.79
Lecce,Palermo,2026-02-27 17:28:00,11.53,Express,578.33,482.7,42.98
Ancona,Palermo,2026-08-30 17:49:00,0.76,Express,711.97,611.7,45.73
Ancona,Trapani,2026-07-28 12:49:00,2.8,Premium,729.35,628.1,47.89
Catania,Sassari,2026-04-03 15:31:00,8.32,Express,756.63,667.2,47.0
Perugia,Firenze,2026-04-06 09:23:00,1.73,Express,171.54,117.7,43.83
Torino,Lecce,2026-03-11 14:05:00,2.58,Express,1122.02,1003.1,47.08
Salerno,Reggio Calabria,2026-05-11 11:05:00,3.78,Express,342.47,295.6,50.84
Pescara,Milano,2026-09-02 20:00:00,3.41,Express,603.47,522.1,48.22
Salerno,Milano,2026-08-17 12:08:00,8.98,Express,820.89,698.2,45.97
Cagliari,Catania,2026-02-09 12:31:00,4.11,Express,627.68,554.0,47.15
Sassari,Firenze,2026-02-05 12:38:00,7.6,Premium,484.8,404.0,43.28
Torino,Roma,2026-01-17 19:37:00,2.33,Express,612.36,524.1,44.44
Bari,Sassari,2026-06-17 20:03:00,1.79,Express,802.2,699.2,45.33
Napoli,Salerno,2026-03-27 13:02:00,2.56,Premium,89.97,46.2,50.33
Sassari,Genova,2026-07-27 20:56:00,1.33,Express,469.86,410.3,46.57
Napoli,Bologna,2026-07-27 17:35:00,4.21,Express,566.93,470.2,52.15
Sassari,Cagliari,2026-02-23 18:51:00,2.29,Express,238.69,174.6,43.21
Trapani,Lecce,2026-07-09 19:49:00,1.87,Express,659.66,549.9,46.66
Napoli,Palermo,2026-07-28 11:39:00,4.25,Express,375.66,313.4,49.4
Bari,Torino,2026-09-27 14:42:00,1.35,Express,977.03,864.4,49.14
Genova,Torino,2026-07-17 10:59:00,5.14,Express,154.94,122.4,53.21
Catania,Ancona,2026-04-09 11:20:00,2.15,Express,773.73,692.2,48.46
Napoli,Roma,2026-09-30 13:30:00,6.75,Express,232.52,188.3,48.44
Perugia,Firenze,2026-03-17 07:42:00,2.28,Premium,158.34,117.7,44.27
Napoli,Cagliari,2026-08-08 10:00:00,4.67,Premium,552.95,474.3,51.47
Cagliari,Perugia,2026-04-14 18:19:00,3.4,Express,607.73,511.8,53.4
Genova,Ancona,2026-09-13 09:19:00,5.05,Express,437.32,377.4,50.63
Reggio Calabria,Genova,2026-08-02 15:42:00,3.24,Express,1012.98,897.2,48.5
Ancona,Perugia,2026-06-13 17:43:00,0.94,Express,165.82,107.5,52.09
Catania,Firenze,2026-02-28 10:40:00,6.08,Express,884.93,767.6,46.7
Torino,Perugia,2026-02-21 13:24:00,2.82,Premium,512.55,433.9,52.1
Bari,Napoli,2026-09-16 19:17:00,5.21,Express,284.49,220.3,48.2
Milano,Salerno,2026-08-07 18:41:00,4.86,Express,807.38,698.2,44.34
Catania,Cagliari,2026-05-20 19:53:00,1.75,Express,628.64,554.0,47.04
Bologna,Bari,2026-08-28 15:47:00,1.58,Premium,681.31,586.2,47.17
Milano,Palermo,2026-08-02 19:25:00,4.75,Express,992.14,886.0,43.94
Palermo,Firenze,2026-04-16 12:34:00,2.43,Express,741.62,652.7,42.2
Cagliari,Roma,2026-08-14 15:25:00,5.78,Premium,490.13,412.6,46.53
Bari,Cagliari,2026-08-06 16:20:00,2.65,Express,783.58,691.3,45.06
Bologna,Perugia,2026-05-11 20:40:00,6.14,Express,241.44,175.1,49.51
Reggio Calabria,Verona,2026-01-06 12:09:00,4.03,Express,1042.09,901.6,43.6
Torino,Bari,2026-07-22 19:14:00,3.67,Express,1004.26,864.4,48.62
Cagliari,Genova,2026-04-03 14:07:00,2.31,Express,651.67,577.3,52.02
Genova,Sassari,2026-04-10 08:27:00,3.53,Express,508.42,410.3,49.48
Genova,Palermo,2026-07-14 16:10:00,6.91,Express,911.52,791.1,47.48
Lecce,Cagliari,2026-08-10 20:44:00,2.89,Express,881.01,783.1,44.96
Catania,Torino,2026-01-24 13:20:00,4.35,Premium,1185.21,1042.5,51.41
Bari,Salerno,2026-08-13 14:40:00,3.1,Express,233.73,183.1,43.81
Palermo,Torino,2026-03-21 19:58:00,3.27,Premium,1036.18,904.7,46.81
Lecce,Genova,2026-06-04 19:52:00,10.02,Premium,1031.75,882.3,48.45
Genova,Napoli,2026-08-26 12:36:00,6.96,Premium,691.38,589.3,52.81
Firenze,Salerno,2026-03-01 17:38:00,3.17,Express,518.1,449.4,46.79
Trapani,Cagliari,2026-03-02 15:50:00,3.49,Express,380.4,325.7,46.43
Pescara,Catania,2026-09-22 16:03:00,1.84,Express,625.71,555.5,45.43
Milano,Salerno,2026-04-12 17:05:00,2.66,Express,813.42,698.2,44.43
Catania,Cagliari,2026-09-16 11:34:00,3.73,Express,628.07,554.0,46.96
Sassari,Salerno,2026-04-08 11:16:00,5.44,Express,608.62,523.4,41.85
Torino,Napoli,2026-06-19 07:22:00,5.07,Express,800.3,711.5,50.05
Ancona,Verona,2026-05-20 18:59:00,1.38,Express,335.27,284.9,45.78
Trapani,Ancona,2026-09-26 10:52:00,5.94,Premium,715.0,628.1,48.22
Reggio Calabria,Trapani,2026-05-31 16:26:00,2.82,Express,317.04,272.4,45.36
Bari,Catania,2026-05-18 16:36:00,1.5,Express,497.39,429.6,43.63
Salerno,Ancona,2026-05-08 16:50:00,7.65,Express,411.96,342.8,46.09
Bologna,Roma,2026-04-13 19:05:00,8.36,Express,359.43,302.9,42.19
Bari,Palermo,2026-05-01 19:09:00,3.61,Express,530.6,449.0,43.39
Bologna,Sassari,2026-05-06 07:01:00,4.93,Express,544.68,475.9,45.05
Napoli,Bologna,2026-07-28 18:45:00,5.13,Express,563.53,470.2,52.11
Pescara,Bari,2026-01-13 09:54:00,7.97,Express,332.98,266.1,48.41
Milano,Perugia,2026-05-17 16:02:00,4.99,Express,425.08,364.9,50.3
Bologna,Torino,2026-05-30 16:25:00,1.18,Premium,342.31,295.2,49.46
Cagliari,Milano,2026-07-25 07:45:00,12.25,Premium,826.6,693.9,50.12
Torino,Salerno,2026-07-01 10:58:00,6.33,Express,851.79,755.2,45.53
Verona,Trapani,2026-04-28 19:44:00,2.1,Express,954.91,835.0,48.46
Salerno,Torino,2026-01-30 08:59:00,1.46,Express,870.4,755.2,48.93
Bologna,Palermo,2026-04-12 10:14:00,4.27,Premium,832.85,728.1,43.68
Sassari,Reggio Calabria,2026-03-11 08:08:00,2.47,Express,773.88,674.8,49.23
Reggio Calabria,Palermo,2026-02-25 09:20:00,3.78,Express,238.15,200.3,43.53
Palermo,Reggio Calabria,2026-07-16 15:55:00,5.05,Premium,246.26,200.3,48.73
Bologna,Perugia,2026-05-11 18:46:00,2.02,Express,215.95,175.1,49.69
Verona,Palermo,2026-08-05 15:19:00,1.37,Express,965.1,837.2,46.71
Milano,Lecce,2026-02-07 10:59:00,3.93,Express,1069.56,925.2,45.77
Ancona,Reggio Calabria,2026-09-27 19:01:00,2.07,Express,736.78,638.3,53.33
Catania,Salerno,2026-05-10 12:08:00,3.32,Express,396.78,353.6,45.74
Milano,Trapani,2026-03-11 11:24:00,1.17,Premium,1001.6,872.5,46.33
Bari,Pescara,2026-04-10 14:04:00,2.51,Express,305.65,266.1,43.75
Genova,Bologna,2026-08-18 08:54:00,4.95,Express,242.71,191.5,50.31
Napoli,Perugia,2026-07-13 11:59:00,4.58,Express,344.86,295.4,55.76
Trapani,Genova,2026-02-16 18:11:00,1.73,Premium,890.17,771.8,50.28
Bari,Ancona,2026-09-28 15:30:00,1.32,Express,449.0,391.1,46.56
Perugia,Bari,2026-02-05 20:50:00,3.03,Express,485.88,430.6,45.69
Trapani,Perugia,2026-03-17 17:51:00,4.44,Express,656.67,566.1,51.13
Sassari,Trapani,2026-07-19 12:02:00,3.98,Express,535.61,455.8,43.3
Trapani,Palermo,2026-05-25 17:44:00,2.1,Premium,118.52,72.6,45.31
Cagliari,Milano,2026-05-02 19:06:00,3.7,Premium,809.78,693.9,50.47
Sassari,Bari,2026-09-10 15:49:00,8.59,Premium,790.5,699.2,45.16
Verona,Reggio Calabria,2026-08-05 17:40:00,3.46,Premium,1051.47,901.6,54.73
Genova,Bari,2026-09-20 14:02:00,0.96,Express,834.02,743.8,51.11
Napoli,Sassari,2026-03-19 19:45:00,3.46,Express,578.66,480.8,51.3
Palermo,Sassari,2026-08-21 10:19:00,12.55,Express,596.44,504.1,42.17
Napoli,Verona,2026-02-28 12:56:00,1.22,Express,648.61,575.5,49.6
Firenze,Bari,2026-08-09 10:33:00,3.06,Express,608.65,547.1,49.77
Verona,Cagliari,2026-05-30 08:25:00,2.56,Premium,844.76,708.5,48.74
Verona,Firenze,2026-06-13 15:37:00,3.21,Express,233.44,186.8,48.1
Lecce,Salerno,2026-02-01 08:39:00,3.44,Express,360.71,289.7,43.71
Sassari,Catania,2026-08-29 10:09:00,6.66,Express,782.51,667.2,41.55
Lecce,Torino,2026-03-18 17:41:00,3.18,Premium,1156.59,1003.1,49.44
Salerno,Cagliari,2026-06-13 10:22:00,7.34,Premium,609.12,508.1,45.12
Perugia,Ancona,2026-02-15 19:05:00,2.76,Express,143.82,107.5,45.39
Napoli,Catania,2026-09-10 07:41:00,2.35,Premium,453.96,378.1,50.09
Bologna,Salerno,2026-03-29 13:23:00,1.88,Premium,581.14,508.2,44.18
Reggio Calabria,Pescara,2026-07-28 07:56:00,0.84,Express,566.51,498.9,43.96
Genova,Lecce,2026-07-28 07:50:00,3.64,Premium,1009.74,882.3,49.87
Catania,Reggio Calabria,2026-05-31 18:04:00,12.63,Express,123.37,82.9,52.61
Cagliari,Pescara,2026-02-02 07:56:00,4.13,Express,647.05,559.4,47.3
Verona,Perugia,2026-03-18 19:29:00,4.85,Express,345.52,282.0,52.94
Bologna,Palermo,2026-06-17 15:22:00,2.25,Express,808.46,728.1,43.3
Salerno,Bologna,2026-05-27 13:45:00,2.53,Express,579.84,508.2,45.98
Torino,Firenze,2026-06-09 19:51:00,5.98,Express,386.3,317.5,46.61
Ancona,Palermo,2026-03-10 12:25:00,12.24,Express,722.58,611.7,45.25
Perugia,Bologna,2026-05-27 12:35:00,8.5,Express,226.11,175.1,44.83
Perugia,Napoli,2026-01-24 12:44:00,5.27,Express,363.66,295.4,47.09
Lecce,Bologna,2026-05-13 16:06:00,3.07,Express,831.34,725.0,46.07
Reggio Calabria,Salerno,2026-01-25 18:51:00,3.47,Express,353.11,295.6,43.95
Milano,Bologna,2026-07-01 14:35:00,1.77,Express,240.93,200.6,46.81
Milano,Bari,2026-06-04 10:56:00,1.09,Premium,894.87,786.3,47.93
Milano,Pescara,2026-08-21 19:27:00,1.36,Premium,621.98,522.1,44.85
Sassari,Catania,2026-05-07 15:23:00,3.11,Express,762.59,667.2,41.7
Pescara,Lecce,2026-02-14 18:39:00,2.45,Express,472.45,405.1,47.05
Lecce,Genova,2026-03-06 13:03:00,1.07,Express,998.0,882.3,48.36
Trapani,Catania,2026-08-11 09:47:00,2.92,Premium,300.89,231.2,45.43
Sassari,Salerno,2026-09-19 20:13:00,2.4,Express,588.08,523.4,41.98
Trapani,Reggio Calabria,2026-01-17 16:29:00,1.32,Express,320.86,272.4,52.54
Roma,Catania,2026-07-04 11:18:00,2.32,Express,596.25,536.0,43.27
Lecce,Reggio Calabria,2026-05-12 18:51:00,2.4,Express,409.71,330.4,51.01
Salerno,Roma,2026-03-12 07:07:00,1.95,Express,283.27,233.2,42.4
Genova,Palermo,2026-05-20 20:01:00,5.74,Express,919.87,791.1,47.53
Firenze,Perugia,2026-09-13 15:06:00,0.79,Express,133.81,117.7,52.86
Napoli,Trapani,2026-02-23 15:15:00,0.75,Express,415.1,348.0,51.33
Verona,Napoli,2026-08-17 07:11:00,3.01,Express,669.28,575.5,51.51
Perugia,Lecce,2026-01-25 09:27:00,3.21,Express,660.46,569.2,44.1
Lecce,Palermo,2026-07-16 17:05:00,3.98,Premium,573.54,482.7,43.75
Napoli,Sassari,2026-01-21 14:48:00,2.06,Express,542.47,480.8,51.35
Firenze,Roma,2026-01-17 08:47:00,1.58,Premium,278.21,231.6,46.05
Reggio Calabria,Bari,2026-01-11 16:19:00,2.98,Express,399.54,350.6,46.95
Lecce,Napoli,2026-08-08 17:26:00,2.2,Premium,393.74,333.9,48.69
Perugia,Roma,2026-06-06 10:48:00,8.88,Premium,199.11,134.8,41.67
Lecce,Catania,2026-07-08 16:39:00,2.39,Premium,470.57,413.1,43.97
Genova,Verona,2026-02-12 20:37:00,2.89,Premium,249.42,198.5,48.18
Verona,Sassari,2026-09-09 13:45:00,16.97,Express,667.59,559.6,47.92
Genova,Sassari,2026-08-09 10:12:00,2.62,Express,476.41,410.3,49.52
Bari,Milano,2026-05-14 20:28:00,4.43,Express,900.81,786.3,46.36
Lecce,Perugia,2026-09-03 19:45:00,4.72,Express,677.01,569.2,49.63
Palermo,Trapani,2026-02-09 13:23:00,5.01,Premium,106.76,72.6,42.87
Bari,Pescara,2026-03-21 12:57:00,3.67,Express,315.08,266.1,43.7
Genova,Torino,2026-01-14 18:40:00,3.44,Express,166.2,122.4,53.28
Cagliari,Lecce,2026-02-14 07:00:00,3.22,Premium,907.95,783.1,49.28
Palermo,Milano,2026-08-18 11:22:00,2.0,Express,1024.49,886.0,43.75
Roma,Reggio Calabria,2026-04-22 14:36:00,3.77,Express,564.71,499.5,50.72
Verona,Salerno,2026-06-26 16:09:00,12.41,Express,694.03,611.8,46.65
Lecce,Salerno,2026-08-29 15:47:00,7.0,Premium,358.11,289.7,44.02
Torino,Genova,2026-07-28 12:11:00,3.71,Premium,175.25,122.4,50.64
Catania,Verona,2026-04-20 19:10:00,5.46,Express,1106.07,945.3,45.33
Salerno,Ancona,2026-04-06 16:05:00,1.63,Express,406.67,342.8,46.34
